event_date,user_id,id,latitude,longitude,city,state,district,HUB
2021-08-17 11:09:56,78351,211296,-22.9379092,-43.1763057,Rio de Janeiro,RJ,Flamengo,São Cristóvão
2021-08-17 11:10:00,78351,222176,-19.9042749,-43.951729,Belo Horizonte,MG,Santo Andre,
2021-08-17 11:10:05,78351,222176,-19.9042749,-43.951729,Belo Horizonte,MG,Santo Andre,
2021-08-17 11:10:09,78351,222176,-19.9042749,-43.951729,Belo Horizonte,MG,Santo Andre,
2021-08-17 11:23:22,78351,222176,-19.9042749,-43.951729,Belo Horizonte,MG,Santo Andre,
2021-08-17 11:23:51,78351,222176,-19.9042749,-43.951729,Belo Horizonte,MG,Santo Andre,
2021-08-17 21:17:14,3365,54048,-12.988649,-38.482096,Salvador,BA,,
2021-08-17 21:17:42,3365,54048,-12.988649,-38.482096,Salvador,BA,,
2021-08-17 21:26:06,3365,54048,-12.988649,-38.482096,Salvador,BA,,
2021-08-17 21:28:03,3365,54048,-12.988649,-38.482096,Salvador,BA,,
2021-08-17 21:48:17,999874,290824,-23.5731002,-48.0178572,Itapetininga,SP,,
2021-08-17 22:09:39,137151,179633,-23.646703,-46.7126623,São Paulo,SP,Santo Amaro,
2021-08-17 22:09:53,137151,179633,-23.646703,-46.7126623,São Paulo,SP,Santo Amaro,
2021-08-17 22:17:59,999893,290850,-21.7913059,-41.3179331,Campos dos Goytacazes,RJ,,
2021-08-17 22:19:31,999893,290850,-21.7913059,-41.3179331,Campos dos Goytacazes,RJ,,
2021-08-17 22:20:34,999893,290850,-21.7913059,-41.3179331,Campos dos Goytacazes,RJ,,
2021-08-17 22:23:24,999901,290854,-22.92837,-43.2301198,Rio de Janeiro,RJ,Tijuca,
2021-08-17 22:28:38,132165,151699,-23.4844627,-46.5410879,Guarulhos,SP,Vila Augusta,
2021-08-17 22:38:57,3365,54048,-12.988649,-38.482096,Salvador,BA,,
2021-08-17 23:00:08,175354,290884,-23.4669376,-46.5157605,Guarulhos,SP,Macedo,
2021-08-17 23:01:07,3365,54048,-12.988649,-38.482096,Salvador,BA,,
2021-08-17 23:02:03,3365,54048,-12.988649,-38.482096,Salvador,BA,,
2021-08-17 23:02:13,175354,290884,-23.4669376,-46.5157605,Guarulhos,SP,Macedo,
2021-08-17 23:14:44,175358,290893,-22.9348134,-43.1789162,Rio de Janeiro,RJ,Flamengo,
2021-08-17 23:16:30,114506,80698,-23.7366581,-46.5355048,São Bernardo do Campo,SP,Jardim Silvina,
2021-08-17 23:16:50,175358,290893,-22.9348134,-43.1789162,Rio de Janeiro,RJ,Flamengo,
2021-08-17 23:32:29,86531,6370,-22.9182172,-43.2631076,Rio de Janeiro,RJ,Grajau,
2021-08-18 00:43:36,833011,149674,-25.5163529,-49.3305914,Curitiba,PR,Cidade Industrial de Curitiba,
2021-08-18 01:49:55,102150,53826,-22.9835006,-43.2332884,Rio de Janeiro,RJ,Leblon,São Cristóvão
2021-08-18 04:54:05,175391,290956,-23.0221358,-43.4867088,Rio de Janeiro,RJ,Recreio dos Bandeirantes,Barra
2021-08-18 04:58:38,175391,290956,-23.0221358,-43.4867088,Rio de Janeiro,RJ,Recreio dos Bandeirantes,Barra
2021-08-18 07:08:57,90,204597,-23.0131631,-43.3099988,Rio de Janeiro,RJ,Barra da Tijuca,Barra
2021-08-18 07:10:09,90,204597,-23.0131631,-43.3099988,Rio de Janeiro,RJ,Barra da Tijuca,Barra
2021-08-18 07:10:14,90,204597,-23.0131631,-43.3099988,Rio de Janeiro,RJ,Barra da Tijuca,Barra
2021-08-18 07:16:35,45362,3835,-22.9763566,-43.3740411,Rio de Janeiro,RJ,Jacarepaguá,
2021-08-18 07:41:34,154512,230452,-15.7429054,-47.9123411,Brasília,DF,SHCNW,
2021-08-18 07:50:17,147889,208207,-22.990557,-43.351795,Rio de Janeiro,RJ,Barra da Tijuca,
2021-08-18 07:50:31,139080,184734,-22.9508034,-43.1872411,Rio de Janeiro,RJ,Botafogo,São Cristóvão
2021-08-18 07:55:36,139080,184734,-22.9508034,-43.1872411,Rio de Janeiro,RJ,Botafogo,São Cristóvão
2021-08-18 08:05:05,164888,263073,-23.6271342,-46.6056559,São Paulo,SP,Vila Moraes,
2021-08-18 08:27:16,175408,291011,-22.836127,-43.404628,Rio de Janeiro,RJ,Parque Anchieta,
2021-08-18 08:38:00,132165,151699,-23.4844627,-46.5410879,Guarulhos,SP,Vila Augusta,
2021-08-18 08:44:14,51378,291032,-22.8751324,-43.2662535,Rio de Janeiro,RJ,Del Castilho,
2021-08-18 08:47:43,175423,51514,-23.6526549,-46.6725012,São Paulo,SP,Jardim Prudência,Vila Olímpia
2021-08-18 08:47:56,175423,51514,-23.6526549,-46.6725012,São Paulo,SP,Jardim Prudência,Vila Olímpia
2021-08-18 08:53:37,175426,291046,-22.951822,-43.1894399,Rio de Janeiro,RJ,Botafogo,
2021-08-18 09:11:50,79246,94455,-23.0128792,-43.4496125,Rio de Janeiro,RJ,Recreio dos Bandeirantes,
2021-08-18 09:34:16,175443,291082,-23.6089165,-46.7348733,São Paulo,SP,Jardim Monte Kemel,
2021-08-18 09:34:34,58280,52403,-23.5952863,-46.6305454,São Paulo,SP,Vila Mariana,
2021-08-18 09:35:03,58280,52403,-23.5952863,-46.6305454,São Paulo,SP,Vila Mariana,
2021-08-18 09:40:22,132165,151699,-23.4844627,-46.5410879,Guarulhos,SP,Vila Augusta,
2021-08-18 09:46:21,175426,291046,-22.951822,-43.1894399,Rio de Janeiro,RJ,Botafogo,
2021-08-18 09:49:26,1000187,291097,-22.890771,-43.5221749,Rio de Janeiro,RJ,Sen. Vasconcelos,
2021-08-18 09:50:04,17423,45764,-22.9851248,-43.4147803,Rio de Janeiro,RJ,Barra da Tijuca,
2021-08-18 09:56:36,1000189,291104,-22.4061487,-43.1027875,Petrópolis,RJ,,
2021-08-18 09:57:31,147100,208451,-22.9304852,-43.2326899,Rio de Janeiro,RJ,Tijuca,
2021-08-18 09:57:34,155091,233068,-25.4246903,-49.1814252,Pinhais,PR,Pineville,
2021-08-18 10:03:22,175453,291105,-23.5857809,-46.6756234,São Paulo,SP,Itaim Bibi,
2021-08-18 10:04:35,76625,32723,-22.4322585,-41.8635853,Rio das Ostras,RJ,,
2021-08-18 10:10:39,1000213,291126,-23.59471,-46.577784,São Paulo,SP,Vila Lucia,
2021-08-18 10:14:09,147149,168949,-23.5097784,-46.6638487,São Paulo,SP,Jardim das Laranjeiras,Tatuapé
2021-08-18 10:17:06,147149,168949,-23.5097784,-46.6638487,São Paulo,SP,Jardim das Laranjeiras,Tatuapé
2021-08-18 10:17:20,147149,168949,-23.5097784,-46.6638487,São Paulo,SP,Jardim das Laranjeiras,Tatuapé
2021-08-18 10:20:50,1000226,291137,-22.8325128,-47.021652,Campinas,SP,Mont Blanc Résidence,
2021-08-18 10:21:22,175461,291128,-22.9668604,-43.1911735,Rio de Janeiro,RJ,Copacabana,
2021-08-18 10:21:34,137386,290579,-22.934141,-43.1851208,Rio de Janeiro,RJ,Laranjeiras,
2021-08-18 10:31:13,136196,149656,-23.4762065,-46.5445181,Guarulhos,SP,Vila Augusta,
2021-08-18 10:32:25,136196,149656,-23.4762065,-46.5445181,Guarulhos,SP,Vila Augusta,
2021-08-18 10:54:53,175485,290405,-23.6118727,-46.7435028,São Paulo,SP,Jardim Caboré,
2021-08-18 11:01:18,120668,278970,-23.0005811,-43.402129,Rio de Janeiro,RJ,Barra da Tijuca,
2021-08-18 11:12:10,175453,291105,-23.5857809,-46.6756234,São Paulo,SP,Itaim Bibi,
2021-08-18 11:12:27,175453,291105,-23.5857809,-46.6756234,São Paulo,SP,Itaim Bibi,
2021-08-18 11:12:35,156808,222128,-22.896883,-43.276957,Rio de Janeiro,RJ,Méier,
2021-08-18 11:21:56,136196,149656,-23.4762065,-46.5445181,Guarulhos,SP,Vila Augusta,
2021-08-18 11:25:03,165895,266118,-23.5384092,-46.6598369,São Paulo,SP,Santa Cecilia,
2021-08-18 11:26:36,136196,149656,-23.4762065,-46.5445181,Guarulhos,SP,Vila Augusta,
2021-08-18 11:35:09,127200,288747,-23.5660275,-46.6421184,São Paulo,SP,Bela Vista,
2021-08-18 11:36:45,147889,208207,-22.990557,-43.351795,Rio de Janeiro,RJ,Barra da Tijuca,
2021-08-18 11:44:24,153251,226800,-23.4843347,-46.5409878,Guarulhos,SP,Vila Augusta,
2021-08-18 11:44:25,1000325,291237,-25.4680029,-49.2939267,Curitiba,PR,Água Verde,
2021-08-18 11:46:39,32201,5911,-23.0905413,-46.5806436,Atibaia,SP,,
2021-08-18 11:46:43,32201,5911,-23.0905413,-46.5806436,Atibaia,SP,,
2021-08-18 11:47:48,32201,5911,-23.0905413,-46.5806436,Atibaia,SP,,
2021-08-18 11:49:01,156426,230560,-22.9068467,-43.1728965,Rio de Janeiro,RJ,,
2021-08-18 11:49:27,32201,291241,-22.8695639,-43.5649091,Rio de Janeiro,RJ,Campo Grande,
2021-08-18 11:49:30,175523,291242,-23.5594399,-46.7297013,São Paulo,SP,Butantã,
2021-08-18 11:50:27,175450,290865,-23.6673617,-46.6593349,São Paulo,SP,Cidade Ademar,
2021-08-18 11:50:36,156426,230560,-22.9068467,-43.1728965,Rio de Janeiro,RJ,,
2021-08-18 11:50:49,156426,271592,-23.6014615,-46.7161307,São Paulo,SP,Morumbi,
2021-08-18 11:50:53,32201,291241,-22.8695639,-43.5649091,Rio de Janeiro,RJ,Campo Grande,
2021-08-18 11:51:22,102793,11756,-23.5483106,-46.6927952,São Paulo,SP,Sumarezinho,
2021-08-18 11:55:48,1000337,291248,-23.7018047,-46.5536333,São Bernardo do Campo,SP,,
2021-08-18 11:57:51,35276,27709,-15.8329084,-48.0136148,Brasília,DF,,
2021-08-18 12:02:24,63662,33495,-15.8408935,-48.0387994,Brasília,DF,,
2021-08-18 12:02:29,63662,33495,-15.8408935,-48.0387994,Brasília,DF,,
2021-08-18 12:04:06,175475,291159,-15.8705748,-48.0902431,Brasília,DF,,
2021-08-18 12:08:51,911941,218972,-23.5517439,-46.5381617,São Paulo,SP,Vila Carrao,Tatuapé
2021-08-18 12:09:01,175533,291256,-22.9039495,-43.112382,Niterói,RJ,Icaraí,
2021-08-18 12:14:43,175533,291256,-22.9039495,-43.112382,Niterói,RJ,Icaraí,
2021-08-18 12:16:26,164375,261650,-23.6646176,-46.5266159,Santo André,SP,,
2021-08-18 12:19:00,175453,291105,-23.5857809,-46.6756234,São Paulo,SP,Itaim Bibi,
2021-08-18 12:19:15,175453,291105,-23.5857809,-46.6756234,São Paulo,SP,Itaim Bibi,
2021-08-18 12:19:58,175453,291105,-23.5857809,-46.6756234,São Paulo,SP,Itaim Bibi,
2021-08-18 12:24:44,95545,100016,-23.5926483,-46.6776414,São Paulo,SP,Vila Nova Conceição,
2021-08-18 12:31:03,171588,282334,-23.552196,-46.5509814,São Paulo,SP,Chácara Santo Antônio (Zona Leste),
2021-08-18 12:36:11,854149,168466,-23.4690673,-46.8456727,Santana de Parnaíba,SP,Res. Tres (Tambore),
2021-08-18 12:36:42,1000374,291280,-22.8649675,-43.3677207,Rio de Janeiro,RJ,Mal. Hermes,
2021-08-18 12:40:09,104963,57072,-22.842827,-43.273482,Rio de Janeiro,RJ,Penha,
2021-08-18 12:40:56,1000391,291296,-15.8940497,-47.8007606,Brasília,DF,Jardins Mangueiral,
2021-08-18 12:41:06,104963,57072,-22.842827,-43.273482,Rio de Janeiro,RJ,Penha,
2021-08-18 12:41:36,1000390,291297,-22.7448949,-42.838038,Itaboraí,RJ,Quissamã,
2021-08-18 12:43:04,1000391,291296,-15.8940497,-47.8007606,Brasília,DF,Jardins Mangueiral,
2021-08-18 12:43:34,1000388,291293,-23.6220122,-46.7670318,Taboão da Serra,SP,Jardim Henriqueta,
2021-08-18 12:45:34,1000391,291296,-15.8940497,-47.8007606,Brasília,DF,Jardins Mangueiral,
2021-08-18 12:46:22,119293,113539,-23.624318,-46.67272,São Paulo,SP,Campo Belo,
2021-08-18 12:48:38,175554,291305,-23.6294554,-46.8100711,Taboão da Serra,SP,Jardim Sao Judas Tadeu,
2021-08-18 12:50:48,1000404,291313,-22.8197186,-43.4195331,Nilópolis,RJ,Cabral,
2021-08-18 12:51:43,175558,291313,-22.8197186,-43.4195331,Nilópolis,RJ,Cabral,
2021-08-18 12:52:42,15320,291289,-22.8759082,-43.2661988,Rio de Janeiro,RJ,Del Castilho,
2021-08-18 12:58:09,4060,226539,-22.9959567,-43.2558409,Rio de Janeiro,RJ,São Conrado,Barra
2021-08-18 12:58:29,175564,291320,-22.973872,-43.207547,Rio de Janeiro,RJ,Lagoa,
2021-08-18 13:01:02,1000416,291326,-22.9841134,-43.2133314,Rio de Janeiro,RJ,Ipanema,
2021-08-18 13:01:57,1000418,291328,-22.9528354,-43.1830648,Rio de Janeiro,RJ,Botafogo,
2021-08-18 13:03:34,1000419,291329,-23.6474393,-46.7540237,São Paulo,SP,Vila Prel,
2021-08-18 13:04:41,994095,286023,-22.9191725,-43.3932805,Rio de Janeiro,RJ,Taquara,
2021-08-18 13:06:02,119814,152979,-23.0003709,-43.365895,Rio de Janeiro,RJ,Barra da Tijuca,Barra
2021-08-18 13:12:35,175559,291309,-22.964382,-43.178459,Rio de Janeiro,RJ,Copacabana,
2021-08-18 13:13:36,164516,262055,-23.5654121,-46.5830511,São Paulo,SP,Vila Bertioga,
2021-08-18 13:18:05,175360,290895,-23.5083389,-46.5961786,São Paulo,SP,Vila Guilherme,
2021-08-18 13:18:22,49659,288006,-22.6648964,-43.2756313,Duque de Caxias,RJ,Chácaras Maria Helena,
2021-08-18 13:19:02,175531,291243,-22.9176524,-43.2390109,Rio de Janeiro,RJ,Vila Isabel,
2021-08-18 13:19:56,1000441,291350,-22.9138,-43.3539711,Rio de Janeiro,RJ,Tanque,
2021-08-18 13:20:17,1000290,291200,-22.8107203,-43.2102155,Rio de Janeiro,RJ,Jardim Guanabara,
2021-08-18 13:21:29,175575,291348,-23.5676915,-46.6506394,São Paulo,SP,Jardim Paulista,
2021-08-18 13:24:28,175572,291335,-22.992704,-43.4935059,Rio de Janeiro,RJ,Vargem Grande,
2021-08-18 13:24:48,1000448,291354,-23.4723486,-46.5299583,Guarulhos,SP,Centro,
2021-08-18 13:27:15,49659,288006,-22.6648964,-43.2756313,Duque de Caxias,RJ,Chácaras Maria Helena,
2021-08-18 13:27:15,175580,291200,-22.8107203,-43.2102155,Rio de Janeiro,RJ,Jardim Guanabara,
2021-08-18 13:27:17,175584,291354,-23.4723486,-46.5299583,Guarulhos,SP,Centro,
2021-08-18 13:30:17,163199,257751,-15.6500167,-47.8400093,Brasília,DF,SH Contagem,
2021-08-18 13:30:41,175580,291200,-22.8107203,-43.2102155,Rio de Janeiro,RJ,Jardim Guanabara,
2021-08-18 13:33:51,175572,291335,-22.992704,-43.4935059,Rio de Janeiro,RJ,Vargem Grande,
2021-08-18 13:33:57,132165,151699,-23.4844627,-46.5410879,Guarulhos,SP,Vila Augusta,
2021-08-18 13:35:11,175588,291361,-23.5710332,-46.6529773,São Paulo,SP,Jardim Paulista,
2021-08-18 13:35:44,994842,286654,-25.4353248,-49.357742,Curitiba,PR,Cidade Industrial De Curitiba,
2021-08-18 13:42:12,174599,289478,-22.9219711,-43.250033,Rio de Janeiro,RJ,Vila Isabel,
2021-08-18 13:42:24,171691,282581,-22.9005787,-43.097343,Niterói,RJ,Santa Rosa,
2021-08-18 13:44:30,175593,291366,-23.6970972,-46.6249256,Diadema,SP,,
2021-08-18 13:46:28,175593,291366,-23.6970972,-46.6249256,Diadema,SP,,
2021-08-18 13:51:26,1000478,291378,-23.5051051,-47.4976644,Sorocaba,SP,Cidade Jardim,
2021-08-18 13:51:44,1000477,291379,-22.8335817,-43.0441964,São Gonçalo,RJ,Rocha,
2021-08-18 13:53:09,175590,291363,-23.0035294,-43.3281079,Rio de Janeiro,RJ,Barra da Tijuca,
2021-08-18 13:57:00,81025,26327,-23.6693985,-46.5556609,São Bernardo do Campo,SP,Rudge Ramos,
2021-08-18 13:57:12,81025,26327,-23.6693985,-46.5556609,São Bernardo do Campo,SP,Rudge Ramos,
2021-08-18 13:57:47,44516,141938,-22.8082695,-43.3274855,Rio de Janeiro,RJ,Jardim America,São Cristóvão
2021-08-18 13:59:38,175601,291385,-23.5156153,-46.3854733,São Paulo,SP,Chacara Dona Olivia,
2021-08-18 14:02:30,59558,291387,-23.0011206,-43.4235701,Rio de Janeiro,RJ,Barra da Tijuca,
2021-08-18 14:09:05,175604,291397,-16.7197964,-43.8496184,Montes Claros,MG,Vila Ipiranga,
2021-08-18 14:09:10,1000501,291402,-3.7395086,-38.5269515,Fortaleza,CE,Centro,
2021-08-18 14:09:23,175471,291145,-22.93126,-43.2327218,Rio de Janeiro,RJ,Tijuca,
2021-08-18 14:09:41,175604,291401,-22.921912,-43.1815078,Rio de Janeiro,RJ,Santa Teresa,
2021-08-18 14:10:45,164797,262794,-22.8531943,-43.3067613,Rio de Janeiro,RJ,Vila Cosmos,
2021-08-18 14:10:52,1000503,291405,-23.581491,-46.915974,Cotia,SP,Parque Miguel Mirizola,
2021-08-18 14:14:05,175560,291311,-22.904256,-43.0966602,Niterói,RJ,Icaraí,
2021-08-18 14:14:18,175422,291035,-23.0236669,-43.4589057,Rio de Janeiro,RJ,Recreio dos Bandeirantes,
2021-08-18 14:17:38,156426,271592,-23.6014615,-46.7161307,São Paulo,SP,Morumbi,
2021-08-18 14:17:45,156426,291410,-22.852281,-43.329938,Rio de Janeiro,RJ,Irajá,
2021-08-18 14:20:14,175608,290660,-22.8839609,-42.0363956,Cabo Frio,RJ,Jardim Caiçara,
2021-08-18 14:20:27,175582,286023,-22.9191725,-43.3932805,Rio de Janeiro,RJ,Taquara,
2021-08-18 14:23:07,152268,255971,-25.4123379,-49.2555862,Curitiba,PR,Juvevê,
2021-08-18 14:26:57,6228,257787,-22.8791101,-43.3798596,Rio de Janeiro,RJ,Jardim Sulacap,
2021-08-18 14:28:01,1000514,291416,-22.9351116,-43.0071378,Niterói,RJ,Engenho do Mato,
2021-08-18 14:28:08,1000509,291411,-23.6268197,-46.6344517,São Paulo,SP,Vila da Saúde,Vila Olímpia
2021-08-18 14:28:27,1000514,291416,-22.9351116,-43.0071378,Niterói,RJ,Engenho do Mato,
2021-08-18 14:28:28,169477,276251,-23.6324487,-46.6925362,São Paulo,SP,Santo Amaro,
2021-08-18 14:29:17,175613,291415,-23.6203537,-46.730813,São Paulo,SP,Jardim Parque Morumbi,
2021-08-18 14:34:19,175618,291420,-22.9575268,-43.1956221,Rio de Janeiro,RJ,Botafogo,
2021-08-18 14:34:40,1000519,291422,-23.4999084,-46.8769581,Barueri,SP,Vila Boa Vista,
2021-08-18 14:35:01,175613,291415,-23.6203537,-46.730813,São Paulo,SP,Jardim Parque Morumbi,
2021-08-18 14:35:53,175618,291420,-22.9575268,-43.1956221,Rio de Janeiro,RJ,Botafogo,
2021-08-18 14:36:28,164797,262794,-22.8531943,-43.3067613,Rio de Janeiro,RJ,Vila Cosmos,
2021-08-18 14:40:50,173954,269837,-23.0024784,-43.3416466,Rio de Janeiro,RJ,Barra da Tijuca,
2021-08-18 14:41:50,175621,291427,-22.8866519,-43.2748421,Rio de Janeiro,RJ,Cachambi,
2021-08-18 14:42:23,175613,291415,-23.6203537,-46.730813,São Paulo,SP,Jardim Parque Morumbi,
2021-08-18 14:44:50,175613,291415,-23.6203537,-46.730813,São Paulo,SP,Jardim Parque Morumbi,
2021-08-18 14:45:26,155606,291431,-20.5180105,-47.4123781,Franca,SP,Jardim Integracao,
2021-08-18 14:47:31,1000532,291435,-22.8465681,-43.3427323,Rio de Janeiro,RJ,Colégio,
2021-08-18 14:48:46,1000534,291438,-22.9142026,-45.3621983,Pindamonhangaba,SP,Moreira César,
2021-08-18 14:51:43,1000532,291435,-22.8465681,-43.3427323,Rio de Janeiro,RJ,Colégio,
2021-08-18 14:54:21,1000532,291440,-22.897921,-43.1788108,Rio de Janeiro,RJ,Centro,
2021-08-18 14:57:32,175613,291415,-23.6203537,-46.730813,São Paulo,SP,Jardim Parque Morumbi,
2021-08-18 15:02:26,175619,291425,-23.5392147,-46.6566238,São Paulo,SP,Santa Cecilia,
2021-08-18 15:04:18,175633,291453,-23.5614871,-46.6285579,São Paulo,SP,Cambuci,
2021-08-18 15:04:45,1000543,291447,-25.4581169,-49.3562924,Curitiba,PR,Cidade Industrial De Curitiba,
2021-08-18 15:09:04,175572,291335,-22.992704,-43.4935059,Rio de Janeiro,RJ,Vargem Grande,
2021-08-18 15:11:14,34082,7629,-15.7482823,-47.9157432,Brasília,DF,,
2021-08-18 15:11:32,175637,291457,-23.4995605,-46.5944996,São Paulo,SP,Vila Leonor,
2021-08-18 15:12:51,175638,291458,-22.8979751,-43.2918614,Rio de Janeiro,RJ,Engenho de Dentro,São Cristóvão
2021-08-18 15:14:12,175640,291461,-22.8291942,-43.0006035,São Gonçalo,RJ,Coelho,
2021-08-18 15:14:13,31950,291460,-23.7257448,-46.6961735,São Paulo,SP,Vila Rubi,
2021-08-18 15:14:50,138136,182353,-22.964184,-43.180788,Rio de Janeiro,RJ,Copacabana,
2021-08-18 15:14:57,175640,291461,-22.8291942,-43.0006035,São Gonçalo,RJ,Coelho,
2021-08-18 15:16:58,1000562,291472,-25.356718,-49.276897,Curitiba,PR,Abranches,
2021-08-18 15:17:02,1000562,291472,-25.356718,-49.276897,Curitiba,PR,Abranches,
2021-08-18 15:20:34,170046,277862,-22.9259185,-43.3625014,Rio de Janeiro,RJ,Tanque,
2021-08-18 15:28:12,24930,250261,-23.0105656,-43.3305136,Rio de Janeiro,RJ,Barra da Tijuca,
2021-08-18 15:28:59,175648,291482,-22.9105783,-43.2461399,Rio de Janeiro,RJ,Vila Isabel,
2021-08-18 15:30:46,3365,54048,-12.988649,-38.482096,Salvador,BA,,
2021-08-18 15:32:34,145962,253118,-22.9512876,-43.5690013,Rio de Janeiro,RJ,Campo Grande,
2021-08-18 15:32:52,78351,211296,-22.9379092,-43.1763057,Rio de Janeiro,RJ,Flamengo,São Cristóvão
2021-08-18 15:33:30,3365,54048,-12.988649,-38.482096,Salvador,BA,,
2021-08-18 15:33:48,154553,229776,-23.5912025,-46.5336294,São Paulo,SP,Vila Ema,Tatuapé
2021-08-18 15:33:53,1000579,291483,-23.5851306,-46.6059166,São Paulo,SP,Ipiranga,
2021-08-18 15:34:15,1000592,291491,-23.0087177,-43.4526779,Rio de Janeiro,RJ,Recreio dos Bandeirantes,
2021-08-18 15:35:20,174898,290072,-23.0228893,-43.4892431,Rio de Janeiro,RJ,Recreio dos Bandeirantes,
2021-08-18 15:35:29,174898,290072,-23.0228893,-43.4892431,Rio de Janeiro,RJ,Recreio dos Bandeirantes,
2021-08-18 15:36:16,174898,290072,-23.0228893,-43.4892431,Rio de Janeiro,RJ,Recreio dos Bandeirantes,
2021-08-18 15:37:18,146075,165710,-23.499863,-46.4758926,São Paulo,SP,Vila Paranagua,
2021-08-18 15:37:21,146075,165710,-23.499863,-46.4758926,São Paulo,SP,Vila Paranagua,
2021-08-18 15:38:09,3365,54048,-12.988649,-38.482096,Salvador,BA,,
2021-08-18 15:38:36,3365,54048,-12.988649,-38.482096,Salvador,BA,,
2021-08-18 15:38:37,175652,291497,-22.9021152,-43.1228123,Niterói,RJ,Ingá,
2021-08-18 15:38:57,3365,54048,-12.988649,-38.482096,Salvador,BA,,
2021-08-18 15:39:13,157346,228115,-23.5985643,-46.7417231,São Paulo,SP,Ferreira,Vila Olímpia
2021-08-18 15:39:39,146075,165710,-23.499863,-46.4758926,São Paulo,SP,Vila Paranagua,
2021-08-18 15:40:56,3365,54048,-12.988649,-38.482096,Salvador,BA,,
2021-08-18 15:41:30,175654,291496,-22.8695873,-43.4087178,Rio de Janeiro,RJ,Vila Militar,
2021-08-18 15:41:31,175647,291469,-22.9864186,-43.2280598,Rio de Janeiro,RJ,Leblon,São Cristóvão
2021-08-18 15:45:39,1000596,291498,-23.5981894,-46.5398379,São Paulo,SP,Jardim Guairaca,
2021-08-18 15:46:04,1000579,291483,-23.5851306,-46.6059166,São Paulo,SP,Ipiranga,
2021-08-18 15:47:10,175658,291504,-23.4600891,-46.561267,Guarulhos,SP,Vila Milton,
2021-08-18 15:49:36,1000298,291211,-25.4000896,-49.2455274,Curitiba,PR,Bacacheri,
2021-08-18 15:53:13,175663,291512,-23.6161602,-46.7341556,São Paulo,SP,Vila Suzana,
2021-08-18 15:53:45,175661,291511,-22.9843225,-43.6893697,Rio de Janeiro,RJ,Sepetiba,
2021-08-18 15:54:16,1000298,291211,-25.4000896,-49.2455274,Curitiba,PR,Bacacheri,
2021-08-18 15:54:44,1000619,291520,-23.2724221,-46.7239699,Francisco Morato,SP,Jardim Vassouras,
2021-08-18 15:54:48,143904,198587,-23.0054096,-43.4932059,Rio de Janeiro,RJ,Vargem Grande,
2021-08-18 15:56:00,1000606,291508,-23.4901791,-46.472185,São Paulo,SP,Jardim Matarazzo,
2021-08-18 15:57:52,1000621,291524,-23.5798382,-46.7491131,São Paulo,SP,,
